	PeakID (cmd=annotatePeaks.pl data/GSM816655_hg19_wgEncodeOpenChromDnaseK562PkV2.narrowPeak hg19 -gtf ref_files/gencode.v41.annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
78229	chr10.1789	chr10	52127615	52127801	+	537		promoter-TSS (ENST00000672084.1)	protein_coding-promoter-TSS (ENST00000672084.1)	-638	ENST00000672084.1	ENSG00000185532	ENST00000645790			PRKG1			protein_coding
78234	chr19.5386	chr19	49662091	49662257	+	537		promoter-TSS (ENST00000599680.1)	protein_coding-promoter-TSS (ENST00000599680.1)	155	ENST00000602190.1	ENSG00000126456	ENST00000377135			IRF3			protein_coding
78235	chr8.2454	chr8	99014057	99014264	+	537		promoter-TSS (ENST00000653552.1)	lncRNA-promoter-TSS (ENST00000653552.1)	-417	ENST00000653552.1	ENSG00000253948	ENST00000664437			VPS13B-DT			lncRNA
78239	chr6.1694	chr6	31627541	31627893	+	537		promoter-TSS (ENST00000483470.1)	protein_coding-promoter-TSS (ENST00000483470.1)	-923	ENST00000483470.1	ENSG00000204469	ENST00000482441			PRRC2A			protein_coding
78240	chr21.1028	chr21	44697419	44697906	+	537		exon (ENST00000400365.3, exon 1 of 1)	protein_coding-exon (ENST00000400365.3, exon 1 of 1)	235	ENST00000618832.1	ENSG00000189169	ENST00000618832			KRTAP10-12			protein_coding
78249	chr15.479	chr15	39420488	39420708	+	537		exon (ENST00000558277.1, exon 1 of 2)	lncRNA-exon (ENST00000558277.1, exon 1 of 2)	111	ENST00000558277.1	ENSG00000259345	ENST00000561058			ENSG00000259345			lncRNA
78259	chr9.499	chr9	35673794	35674070	+	537		promoter-TSS (ENST00000378357.9)	protein_coding-promoter-TSS (ENST00000378357.9)	4	ENST00000378357.9	ENSG00000107159	ENST00000485665			CA9			protein_coding
78262	chr2.3808	chr2	106065737	106065950	+	537		promoter-TSS (ENST00000437659.1)	protein_coding-promoter-TSS (ENST00000437659.1)	43	ENST00000437659.1	ENSG00000119147	ENST00000479337			ECRG4			protein_coding
78266	chr12.3946	chr12	116720241	116720840	+	537		promoter-TSS (ENST00000548356.1)	protein_coding-promoter-TSS (ENST00000548356.1)	-413	ENST00000548356.1	ENSG00000111412	ENST00000547606			SPRING1			protein_coding
78278	chr16.2160	chr16	29140031	29141068	+	537		intron (ENST00000641956.1, intron 1 of 7)	transcribed_unprocessed_pseudogene-intron (ENST00000562902.2, intron 2 of 2)	888	ENST00000563477.1	ENSG00000260517	ENST00000563477			ENSG00000260517			lncRNA
78283	chr12.3531	chr12	109992626	109992919	+	537		promoter-TSS (ENST00000547267.2)	protein_coding-promoter-TSS (ENST00000547267.2)	-684	ENST00000547267.2	ENSG00000139436	ENST00000552978			GIT2			protein_coding
78291	chr12.4513	chr12	123722767	123722928	+	537		promoter-TSS (ENST00000504192.2)	protein_coding-promoter-TSS (ENST00000504192.2)	322	ENST00000652313.1	ENSG00000286092	ENST00000652313			ENSG00000286092			lncRNA
78299	chr20.543	chr20	17945768	17945946	+	537		promoter-TSS (ENST00000606570.1)	protein_coding-promoter-TSS (ENST00000606570.1)	-327	ENST00000606570.1	ENSG00000089006	ENST00000377759			SNX5			protein_coding
78310	chr6.1178	chr6	26568282	26568456	+	537		promoter-TSS (ENST00000641660.1)	lncRNA-promoter-TSS (ENST00000641660.1)	-955	ENST00000641660.1	ENSG00000284607	ENST00000641660			ENSG00000284607			lncRNA
78331	chr17.2496	chr17	39700824	39701052	+	537		intron (ENST00000445658.6, intron 1 of 20)	protein_coding-intron (ENST00000269571.10, intron 1 of 26)	711	ENST00000584908.5	ENSG00000141736	ENST00000584450			ERBB2			protein_coding
78334	chr6.1541	chr6	30634172	30634335	+	537		TTS (ENST00000455552.2)	processed_pseudogene-TTS (ENST00000455552.2)	621	ENST00000455552.2	ENSG00000228415	ENST00000455552			PTMAP1			processed_pseudogene
78344	chr5.2105	chr5	88220174	88220386	+	537		TTS (ENST00000515477.5)	protein_coding-TTS (ENST00000515477.5)	351	ENST00000511218.5	ENSG00000164180	ENST00000512429			TMEM161B			protein_coding
78345	chr8.2263	chr8	94495862	94496036	+	537		exon (ENST00000521080.5, exon 6 of 10)	protein_coding-exon (ENST00000521080.5, exon 6 of 10)	487	ENST00000523263.1	ENSG00000164944	ENST00000523405			VIRMA			protein_coding
78346	chr19.5906	chr19	53130308	53130486	+	537		promoter-TSS (ENST00000595174.5)	protein_coding-promoter-TSS (ENST00000595174.5)	-688	ENST00000595174.5	ENSG00000170954	ENST00000597877			ZNF415			protein_coding
78369	chr19.3234	chr19	23128490	23128668	+	537		promoter-TSS (ENST00000601728.1)	processed_pseudogene-promoter-TSS (ENST00000601728.1)	-787	ENST00000601728.1	ENSG00000267920	ENST00000601728			SNX6P1			processed_pseudogene
78370	chr1.12496	chr1	233161030	233161215	+	537		promoter-TSS (ENST00000484347.5)	protein_coding-promoter-TSS (ENST00000484347.5)	-697	ENST00000520463.1	ENSG00000135749	ENST00000517808			PCNX2			protein_coding
78375	chr15.2557	chr15	78001565	78001777	+	537		promoter-TSS (ENST00000459715.1)	protein_coding-promoter-TSS (ENST00000459715.1)	-5	ENST00000492078.1	ENSG00000167202	ENST00000300584			TBC1D2B			protein_coding
78382	chr21.1194	chr21	45348153	45348463	+	537		intron (ENST00000689879.2, intron 1 of 1)	lncRNA-intron (ENST00000689879.2, intron 1 of 1)	761	ENST00000689879.2	ENSG00000289448	ENST00000689879			ENSG00000289448			lncRNA
78383	chr7.816	chr7	6002867	6003034	+	537		TTS (ENST00000415839.3)	protein_coding-TTS (ENST00000415839.3)	201	ENST00000699813.1	ENSG00000122512	ENST00000699811			PMS2			protein_coding
78397	chr1.229	chr1	1390656	1391064	+	537		promoter-TSS (ENST00000492998.5)	protein_coding-promoter-TSS (ENST00000492998.5)	40	ENST00000492998.5	ENSG00000221978	ENST00000408918			CCNL2			protein_coding
78404	chr11.5142	chr11	111809636	111809854	+	537		promoter-TSS (ENST00000524671.1)	protein_coding-promoter-TSS (ENST00000524671.1)	-36	ENST00000524671.1	ENSG00000086848	ENST00000612489			ALG9			protein_coding
78407	chr5.213	chr5	851339	851586	+	537		promoter-TSS (ENST00000283441.13)	protein_coding-promoter-TSS (ENST00000283441.13)	-476	ENST00000283441.13	ENSG00000188818	ENST00000505815			ZDHHC11			protein_coding
78411	chr12.4114	chr12	119594265	119594474	+	537		promoter-TSS (ENST00000535511.5)	lncRNA-promoter-TSS (ENST00000535511.5)	-127	ENST00000665601.1	ENSG00000248636	ENST00000509470			ENSG00000248636			lncRNA
78416	chr8.2343	chr8	96128464	96128620	+	537		promoter-TSS (ENST00000604771.1)	processed_pseudogene-promoter-TSS (ENST00000604771.1)	-741	ENST00000604771.1	ENSG00000271349	ENST00000604771			ENSG00000271349			processed_pseudogene
78450	chr16.2367	chr16	30506046	30506232	+	537		intron (ENST00000679323.1, intron 1 of 10)	protein_coding-intron (ENST00000356798.11, intron 20 of 30)	752	ENST00000679323.1	ENSG00000005844	ENST00000564632			ITGAL			protein_coding
78471	chr17.1087	chr17	18855239	18855423	+	537		promoter-TSS (ENST00000414602.5)	protein_coding-promoter-TSS (ENST00000414602.5)	882	ENST00000687962.2	ENSG00000289213	ENST00000687962			ENSG00000289213			lncRNA
78472	chr1.12007	chr1	226408395	226408612	+	537		promoter-TSS (ENST00000366790.4)	protein_coding-promoter-TSS (ENST00000366790.4)	-349	ENST00000676709.1	ENSG00000143799	ENST00000677374			PARP1			protein_coding
78478	chr7.2784	chr7	73986341	73986615	+	537		exon (ENST00000567919.1, exon 1 of 1)	lncRNA-exon (ENST00000567919.1, exon 1 of 1)	486	ENST00000567919.1	ENSG00000261467	ENST00000567919			ENSG00000261467			lncRNA
78482	chr12.3676	chr12	111799486	111799728	+	537		promoter-TSS (ENST00000617899.1)	miRNA-promoter-TSS (ENST00000617899.1)	-227	ENST00000617899.1	ENSG00000274697	ENST00000617899			MIR6761			miRNA
78487	chr19.2626	chr19	16971884	16972077	+	537		promoter-TSS (ENST00000602159.1)	protein_coding-promoter-TSS (ENST00000602159.1)	-855	ENST00000602159.1	ENSG00000160111	ENST00000593739			CPAMD8			protein_coding
78494	chr7.3602	chr7	100491826	100492071	+	537		intron (ENST00000496985.1, intron 2 of 2)	protein_coding-intron (ENST00000300179.7, intron 6 of 6)	964	ENST00000489641.1	ENSG00000166924	ENST00000300179			NYAP1			protein_coding
78542	chr2.3498	chr2	97525003	97525455	+	537		promoter-TSS (ENST00000448261.1)	processed_pseudogene-promoter-TSS (ENST00000448261.1)	-253	ENST00000448261.1	ENSG00000235833	ENST00000448261			ENSG00000235833			processed_pseudogene
78562	chr2.2744	chr2	73234200	73234418	+	537		promoter-TSS (ENST00000258091.10)	protein_coding-promoter-TSS (ENST00000258091.10)	0	ENST00000409924.7	ENSG00000135624	ENST00000482064			CCT7			protein_coding
78563	chr19.6064	chr19	54873278	54873551	+	537		promoter-TSS (ENST00000345937.8)	protein_coding-promoter-TSS (ENST00000345937.8)	-821	ENST00000355524.8	ENSG00000186431	ENST00000345937			FCAR			protein_coding
78575	chr17.3106	chr17	44020200	44020380	+	537		promoter-TSS (ENST00000586174.1)	protein_coding-promoter-TSS (ENST00000586174.1)	-843	ENST00000590905.1	ENSG00000091947	ENST00000592127			TMEM101			protein_coding
78589	chr17.3695	chr17	48705242	48706059	+	537		TTS (ENST00000629037.1)	lncRNA-TTS (ENST00000629037.1)	292	ENST00000669176.1	ENSG00000244649	ENST00000628006			LINC02086			lncRNA
78614	chr7.4549	chr7	129162584	129162832	+	537		intron (ENST00000496963.1, intron 1 of 2)	protein_coding-intron (ENST00000486685.3, intron 3 of 7)	258	ENST00000496963.1	ENSG00000158457	ENST00000614309			TSPAN33			protein_coding
78616	chr17.2673	chr17	40781773	40781955	+	537		intron (ENST00000301656.4, intron 1 of 7)	protein_coding-intron (ENST00000301656.4, intron 1 of 7)	686	ENST00000301656.4	ENSG00000171446	ENST00000301656			KRT27			protein_coding
78618	chr2.5172	chr2	158794626	158794811	+	537		promoter-TSS (ENST00000309950.8)	protein_coding-promoter-TSS (ENST00000309950.8)	-599	ENST00000309950.8	ENSG00000163331	ENST00000309950			DAPL1			protein_coding
78640	chr2.3548	chr2	98356283	98356622	+	537		promoter-TSS (ENST00000454230.1)	lncRNA-promoter-TSS (ENST00000454230.1)	-447	ENST00000454230.1	ENSG00000222000	ENST00000467398			ENSG00000222000			lncRNA
78670	chr17.6072	chr17	79777686	79778005	+	537		promoter-TSS (ENST00000269399.5)	protein_coding-promoter-TSS (ENST00000269399.5)	-303	ENST00000310942.9	ENSG00000173894	ENST00000571484			CBX2			protein_coding
78676	chr8.668	chr8	21990789	21991038	+	537		promoter-TSS (ENST00000517551.2)	protein_coding-promoter-TSS (ENST00000517551.2)	-813	ENST00000517551.2	ENSG00000130227	ENST00000518017			XPO7			protein_coding
78703	chr2.3435	chr2	96827873	96828119	+	537		promoter-TSS (ENST00000480035.1)	protein_coding-promoter-TSS (ENST00000480035.1)	-570	ENST00000480035.1	ENSG00000168763	ENST00000465224			CNNM3			protein_coding
78712	chr11.248	chr11	1256429	1257435	+	537		promoter-TSS (ENST00000526859.1)	protein_coding-promoter-TSS (ENST00000526859.1)	327	ENST00000619480.1	ENSG00000275669	ENST00000619480			MIR6744			miRNA
78715	chr12.2254	chr12	57479843	57480057	+	537		promoter-TSS (ENST00000393791.8)	protein_coding-promoter-TSS (ENST00000393791.8)	-84	ENST00000393791.8	ENSG00000123329	ENST00000548148			ARHGAP9			protein_coding
78733	chr17.532	chr17	7426450	7426663	+	537		exon (ENST00000333870.8, exon 3 of 3)	protein_coding-exon (ENST00000333870.8, exon 3 of 3)	915	ENST00000574034.1	ENSG00000184560	ENST00000333870			SPEM2			protein_coding
78749	chr11.924	chr11	8081338	8081581	+	537		exon (ENST00000299506.3, exon 1 of 12)	protein_coding-exon (ENST00000299506.3, exon 1 of 12)	248	ENST00000299506.3	ENSG00000166402	ENST00000305253			TUB			protein_coding
78759	chr8.3753	chr8	143560764	143560995	+	537		promoter-TSS (ENST00000526051.1)	protein_coding-promoter-TSS (ENST00000526051.1)	18	ENST00000526051.1	ENSG00000104518	ENST00000534018			GSDMD			protein_coding
78767	chr16.5354	chr16	90062281	90062535	+	537		promoter-TSS (ENST00000325921.10)	protein_coding-promoter-TSS (ENST00000325921.10)	-83	ENST00000325921.10	ENSG00000126856	ENST00000564210			PRDM7			protein_coding
78774	chr20.2165	chr20	47492483	47492741	+	537		TTS (ENST00000364872.1)	snRNA-TTS (ENST00000364872.1)	473	ENST00000364872.1	ENSG00000201742	ENST00000364872			RNU6-563P			snRNA
78778	chr12.258	chr12	6022194	6022372	+	537		promoter-TSS (ENST00000539641.1)	protein_coding-promoter-TSS (ENST00000539641.1)	-357	ENST00000539641.1	ENSG00000110799	ENST00000612016			VWF			protein_coding
78780	chr16.1438	chr16	15083149	15084123	+	537		exon (ENST00000561685.1, exon 1 of 4)	protein_coding-exon (ENST00000561685.1, exon 1 of 4)	114	ENST00000561685.1	ENSG00000085721	ENST00000327307			RRN3			protein_coding
78790	chr19.5306	chr19	49311103	49311501	+	537		promoter-TSS (ENST00000594917.1)	protein_coding-promoter-TSS (ENST00000594917.1)	-891	ENST00000594917.1	ENSG00000063127	ENST00000598221			SLC6A16			protein_coding
78802	chr2.2704	chr2	72760999	72761200	+	537		TTS (ENST00000391076.1)	snoRNA-TTS (ENST00000391076.1)	565	ENST00000391076.1	ENSG00000212378	ENST00000391076			ENSG00000212378			snoRNA
78818	chr6.762	chr6	15089489	15089711	+	537		intron (ENST00000656807.1, intron 1 of 3)	lncRNA-intron (ENST00000437648.1, intron 1 of 3)	314	ENST00000653525.1	ENSG00000234261	ENST00000689305			ENSG00000234261			lncRNA
78824	chr11.3395	chr11	66100650	66101063	+	537		promoter-TSS (ENST00000527380.1)	protein_coding-promoter-TSS (ENST00000527380.1)	93	ENST00000527380.1	ENSG00000175115	ENST00000524784			PACS1			protein_coding
78825	chr4.3638	chr4	190018037	190018205	+	537		TTS (ENST00000364275.1)	rRNA_pseudogene-TTS (ENST00000364275.1)	425	ENST00000364275.1	ENSG00000201145	ENST00000364275			RNA5SP175			rRNA_pseudogene
78827	chr1.10267	chr1	183129162	183129365	+	537		TTS (ENST00000466964.1)	protein_coding-TTS (ENST00000466964.1)	667	ENST00000478064.1	ENSG00000135862	ENST00000484114			LAMC1			protein_coding
78830	chr6.3023	chr6	43229842	43230184	+	537		promoter-TSS (ENST00000230431.11)	protein_coding-promoter-TSS (ENST00000230431.11)	-532	ENST00000230431.11	ENSG00000112667	ENST00000509253			DNPH1			protein_coding
78838	chr15.1629	chr15	65375640	65375862	+	537		promoter-TSS (ENST00000559947.1)	protein_coding-promoter-TSS (ENST00000559947.1)	-451	ENST00000559947.1	ENSG00000174498	ENST00000559947			IGDCC3			protein_coding
78843	chr6.4133	chr6	108164721	108164963	+	537		intron (ENST00000492070.1, intron 2 of 2)	protein_coding-intron (ENST00000440575.6, intron 2 of 6)	855	ENST00000699581.1	ENSG00000081087	ENST00000699582			OSTM1			protein_coding
78856	chr12.1489	chr12	49962687	49962882	+	537		promoter-TSS (ENST00000550530.1)	lncRNA-promoter-TSS (ENST00000550530.1)	-1	ENST00000550530.1	ENSG00000257588	ENST00000550214			AQP5-AS1			lncRNA
78874	chr19.1329	chr19	6278965	6279399	+	537		intron (ENST00000252674.9, intron 1 of 11)	protein_coding-intron (ENST00000252674.9, intron 1 of 11)	793	ENST00000252674.9	ENSG00000130382	ENST00000587473			MLLT1			protein_coding
78875	chr8.665	chr8	21988506	21988845	+	537		exon (ENST00000518808.1, exon 1 of 2)	protein_coding-exon (ENST00000518808.1, exon 1 of 2)	327	ENST00000518808.1	ENSG00000130227	ENST00000518017			XPO7			protein_coding
78879	chr16.5261	chr16	89522933	89523098	+	537		promoter-TSS (ENST00000643496.1)	protein_coding-promoter-TSS (ENST00000643496.1)	-798	ENST00000643496.1	ENSG00000197912	ENST00000643105			SPG7			protein_coding
78881	chr17.3713	chr17	48766662	48766907	+	537		promoter-TSS (ENST00000480790.3)	misc_RNA-promoter-TSS (ENST00000480790.3)	-937	ENST00000480790.3	ENSG00000244514	ENST00000480790			RN7SL125P			misc_RNA
78884	chr21.1071	chr21	44803286	44803575	+	537		TTS (ENST00000701588.1)	lncRNA-TTS (ENST00000701588.1)	853	ENST00000417820.1	ENSG00000236519	ENST00000692279			LINC01424			lncRNA
78894	chr6.2856	chr6	41692064	41692620	+	537		promoter-TSS (ENST00000343317.11)	protein_coding-promoter-TSS (ENST00000343317.11)	-866	ENST00000343317.11	ENSG00000112561	ENST00000358871			TFEB			protein_coding
78903	chr6.2494	chr6	37172914	37173113	+	537		exon (ENST00000373509.6, exon 5 of 6)	protein_coding-exon (ENST00000373509.6, exon 5 of 6)	519	ENST00000479509.1	ENSG00000137193	ENST00000468243			PIM1			protein_coding
78906	chr9.251	chr9	19201921	19202114	+	537		promoter-TSS (ENST00000397390.3)	processed_pseudogene-promoter-TSS (ENST00000397390.3)	-971	ENST00000397390.3	ENSG00000232176	ENST00000397390			ENSG00000232176			processed_pseudogene
78912	chr19.5267	chr19	49155935	49156151	+	537		promoter-TSS (ENST00000252825.9)	protein_coding-promoter-TSS (ENST00000252825.9)	-647	ENST00000252825.9	ENSG00000130528	ENST00000252825			HRC			protein_coding
78919	chr15.311	chr15	32446159	32446367	+	537		TTS (ENST00000610974.1)	misc_RNA-TTS (ENST00000610974.1)	701	ENST00000610974.1	ENSG00000274076	ENST00000610974			RN7SL539P			misc_RNA
78930	chr5.56	chr5	344266	344505	+	537		intron (ENST00000514523.1, intron 2 of 5)	protein_coding-intron (ENST00000316418.10, intron 2 of 10)	857	ENST00000504625.1	ENSG00000063438	ENST00000504625			AHRR			protein_coding
78938	chr1.590	chr1	2497824	2498167	+	537		promoter-TSS (ENST00000462379.1)	protein_coding-promoter-TSS (ENST00000462379.1)	213	ENST00000473964.5	ENSG00000149527	ENST00000343889			PLCH2			protein_coding
78948	chr21.991	chr21	44481769	44482653	+	537		promoter-TSS (ENST00000701122.1)	lncRNA-promoter-TSS (ENST00000701122.1)	-833	ENST00000701122.1	ENSG00000289857	ENST00000701122			ENSG00000289857			lncRNA
78956	chr7.511	chr7	2522628	2522917	+	537		promoter-TSS (ENST00000493850.1)	protein_coding-promoter-TSS (ENST00000493850.1)	-821	ENST00000493850.1	ENSG00000106003	ENST00000359574			LFNG			protein_coding
78964	chr6.1838	chr6	32731291	32731455	+	537		intron (ENST00000425319.1, intron 1 of 1)	unprocessed_pseudogene-intron (ENST00000425319.1, intron 1 of 1)	322	ENST00000425319.1	ENSG00000226030	ENST00000425319			HLA-DQB3			unprocessed_pseudogene
78983	chr17.6325	chr17	81104221	81104474	+	537		promoter-TSS (ENST00000576995.1)	protein_coding-promoter-TSS (ENST00000576995.1)	345	ENST00000572498.1	ENSG00000175866	ENST00000570913			BAIAP2			protein_coding
78994	chr16.663	chr16	2829281	2829586	+	537		promoter-TSS (ENST00000382280.8)	protein_coding-promoter-TSS (ENST00000382280.8)	-820	ENST00000570670.6	ENSG00000162078	ENST00000570670			ZG16B			protein_coding
79005	chr19.6159	chr19	55708240	55708434	+	537		TTS (ENST00000332836.7)	protein_coding-TTS (ENST00000332836.7)	787	ENST00000597650.1	ENSG00000268593	ENST00000597650			ENSG00000268593			processed_pseudogene
79010	chr19.5687	chr19	51224246	51224446	+	537		promoter-TSS (ENST00000262262.5)	protein_coding-promoter-TSS (ENST00000262262.5)	-718	ENST00000421133.6	ENSG00000105383	ENST00000391796			CD33			protein_coding
79014	chr1.3127	chr1	22323224	22323422	+	537		promoter-TSS (ENST00000487348.1)	processed_pseudogene-promoter-TSS (ENST00000487348.1)	8	ENST00000487348.1	ENSG00000234397	ENST00000487348			PPIAP34			processed_pseudogene
79036	chr21.223	chr21	32754459	32754659	+	536		intron (ENST00000331923.9, intron 8 of 17)	protein_coding-intron (ENST00000290178.4, intron 8 of 15)	752	ENST00000421049.1	ENSG00000159086	ENST00000421049			PAXBP1			protein_coding
79048	chr6.1659	chr6	31496223	31496452	+	536		TTS (ENST00000383850.1)	misc_RNA-TTS (ENST00000383850.1)	453	ENST00000383850.1	ENSG00000201680	ENST00000383850			Y_RNA			misc_RNA
79050	chr9.3888	chr9	137226947	137227200	+	536		promoter-TSS (ENST00000445101.4)	protein_coding-promoter-TSS (ENST00000445101.4)	-429	ENST00000445101.4	ENSG00000233198	ENST00000445101			RNF224			protein_coding
79052	chr17.6177	chr17	80204587	80205079	+	536		promoter-TSS (ENST00000573935.1)	lncRNA-promoter-TSS (ENST00000573935.1)	238	ENST00000570309.1	ENSG00000262580	ENST00000576824			ENSG00000262580			lncRNA
79060	chr11.3732	chr11	68916018	68916413	+	536		promoter-TSS (ENST00000675648.1)	protein_coding-promoter-TSS (ENST00000675648.1)	-800	ENST00000675648.1	ENSG00000132740	ENST00000676400			IGHMBP2			protein_coding
79064	chr16.4546	chr16	85555874	85556179	+	536		promoter-TSS (ENST00000635906.1)	protein_coding-promoter-TSS (ENST00000635906.1)	59	ENST00000635906.1	ENSG00000131149	ENST00000253458			GSE1			protein_coding
79073	chr5.2135	chr5	89900413	89900600	+	536		promoter-TSS (ENST00000505109.2)	lncRNA-promoter-TSS (ENST00000505109.2)	-158	ENST00000505109.2	ENSG00000214942	ENST00000505109			ENSG00000214942			lncRNA
79074	chr7.6274	chr7	157621076	157621358	+	536		intron (ENST00000648371.1, intron 1 of 9)	protein_coding-intron (ENST00000389413.7, intron 14 of 21)	292	ENST00000648371.1	ENSG00000155093	ENST00000404321			PTPRN2			protein_coding
